CONFIG: STATICTX_Mbps: 400 IN: 5915456 OUT: 5915552 LOST: 96 NOLOSS: 0.99998377 RATE: 591.55
CONFIG: STATICTX_Mbps: 800 IN: 11555680 OUT: 11555872 LOST: 192 NOLOSS: 0.99998339 RATE: 1155.57
CONFIG: STATICTX_Mbps: 1200 IN: 16904224 OUT: 16904512 LOST: 288 NOLOSS: 0.99998296 RATE: 1690.42
CONFIG: STATICTX_Mbps: 1600 IN: 21963399 OUT: 21963750 LOST: 351 NOLOSS: 0.99998402 RATE: 2196.34
CONFIG: STATICTX_Mbps: 2000 IN: 26742976 OUT: 26743424 LOST: 448 NOLOSS: 0.99998325 RATE: 2674.30
CONFIG: STATICTX_Mbps: 2400 IN: 34806208 OUT: 34806784 LOST: 576 NOLOSS: 0.99998345 RATE: 3480.62
CONFIG: STATICTX_Mbps: 2800 IN: 39603807 OUT: 39604448 LOST: 641 NOLOSS: 0.99998381 RATE: 3960.38
CONFIG: STATICTX_Mbps: 3200 IN: 44112872 OUT: 44113696 LOST: 824 NOLOSS: 0.99998132 RATE: 4411.29
CONFIG: STATICTX_Mbps: 3600 IN: 48285893 OUT: 48286752 LOST: 859 NOLOSS: 0.99998221 RATE: 4828.59
CONFIG: STATICTX_Mbps: 4000 IN: 58241588 OUT: 58242533 LOST: 945 NOLOSS: 0.99998377 RATE: 5824.16
CONFIG: STATICTX_Mbps: 4400 IN: 62405035 OUT: 62406133 LOST: 1098 NOLOSS: 0.99998241 RATE: 6240.50
CONFIG: STATICTX_Mbps: 4800 IN: 66422812 OUT: 66424032 LOST: 1220 NOLOSS: 0.99998163 RATE: 6642.28
CONFIG: STATICTX_Mbps: 5200 IN: 70096760 OUT: 70098165 LOST: 1405 NOLOSS: 0.99997996 RATE: 7009.68
CONFIG: STATICTX_Mbps: 5600 IN: 81853144 OUT: 81854560 LOST: 1416 NOLOSS: 0.99998270 RATE: 8185.31
CONFIG: STATICTX_Mbps: 6000 IN: 85536769 OUT: 85538428 LOST: 1659 NOLOSS: 0.99998061 RATE: 8553.68
CONFIG: STATICTX_Mbps: 6400 IN: 88916641 OUT: 88918749 LOST: 2108 NOLOSS: 0.99997629 RATE: 8891.66
CONFIG: STATICTX_Mbps: 6800 IN: 92134171 OUT: 92136672 LOST: 2501 NOLOSS: 0.99997286 RATE: 9213.42
CONFIG: STATICTX_Mbps: 7200 IN: 105669191 OUT: 105672396 LOST: 3205 NOLOSS: 0.99996967 RATE: 10566.92
CONFIG: STATICTX_Mbps: 7600 IN: 107869519 OUT: 108829806 LOST: 960287 NOLOSS: 0.99117625 RATE: 10786.95
CONFIG: STATICTX_Mbps: 8000 IN: 105157291 OUT: 111728461 LOST: 6571170 NOLOSS: 0.94118625 RATE: 10515.73
