CONFIG: STATICTX_Mbps: 400 IN: 5915488 OUT: 5915616 LOST: 128 NOLOSS: 0.99997836 RATE: 591.55
CONFIG: STATICTX_Mbps: 800 IN: 11686560 OUT: 11686688 LOST: 128 NOLOSS: 0.99998905 RATE: 1168.66
CONFIG: STATICTX_Mbps: 1200 IN: 17314944 OUT: 17315200 LOST: 256 NOLOSS: 0.99998522 RATE: 1731.49
CONFIG: STATICTX_Mbps: 1600 IN: 22798325 OUT: 22798656 LOST: 331 NOLOSS: 0.99998548 RATE: 2279.83
CONFIG: STATICTX_Mbps: 2000 IN: 28141792 OUT: 28142240 LOST: 448 NOLOSS: 0.99998408 RATE: 2814.18
CONFIG: STATICTX_Mbps: 2400 IN: 33342464 OUT: 33343015 LOST: 551 NOLOSS: 0.99998347 RATE: 3334.25
CONFIG: STATICTX_Mbps: 2800 IN: 38439740 OUT: 38440384 LOST: 644 NOLOSS: 0.99998325 RATE: 3843.97
CONFIG: STATICTX_Mbps: 3200 IN: 43354188 OUT: 43354912 LOST: 724 NOLOSS: 0.99998330 RATE: 4335.42
CONFIG: STATICTX_Mbps: 3600 IN: 48127124 OUT: 48127968 LOST: 844 NOLOSS: 0.99998246 RATE: 4812.71
CONFIG: STATICTX_Mbps: 4000 IN: 58719004 OUT: 58720064 LOST: 1060 NOLOSS: 0.99998195 RATE: 5871.90
CONFIG: STATICTX_Mbps: 4400 IN: 63711360 OUT: 63712480 LOST: 1120 NOLOSS: 0.99998242 RATE: 6371.14
CONFIG: STATICTX_Mbps: 4800 IN: 68639560 OUT: 68640739 LOST: 1179 NOLOSS: 0.99998282 RATE: 6863.96
CONFIG: STATICTX_Mbps: 5200 IN: 73436323 OUT: 73437616 LOST: 1293 NOLOSS: 0.99998239 RATE: 7343.63
CONFIG: STATICTX_Mbps: 5600 IN: 78185151 OUT: 78186592 LOST: 1441 NOLOSS: 0.99998157 RATE: 7818.52
CONFIG: STATICTX_Mbps: 6000 IN: 82606180 OUT: 82607712 LOST: 1532 NOLOSS: 0.99998145 RATE: 8260.62
CONFIG: STATICTX_Mbps: 6400 IN: 86927643 OUT: 86929341 LOST: 1698 NOLOSS: 0.99998047 RATE: 8692.76
CONFIG: STATICTX_Mbps: 6800 IN: 91226061 OUT: 91228604 LOST: 2543 NOLOSS: 0.99997212 RATE: 9122.61
CONFIG: STATICTX_Mbps: 7200 IN: 106007089 OUT: 106010275 LOST: 3186 NOLOSS: 0.99996995 RATE: 10600.71
CONFIG: STATICTX_Mbps: 7600 IN: 108645120 OUT: 110536982 LOST: 1891862 NOLOSS: 0.98288481 RATE: 10864.51
CONFIG: STATICTX_Mbps: 8000 IN: 107628081 OUT: 114938546 LOST: 7310465 NOLOSS: 0.93639675 RATE: 10762.81
