CONFIG: STATICSIZE: 400 IN: 5915488 OUT: 5915552 LOST: 64 NOLOSS: 0.99998918 RATE: 591.55
CONFIG: STATICSIZE: 800 IN: 11674754 OUT: 11674944 LOST: 190 NOLOSS: 0.99998373 RATE: 1167.48
CONFIG: STATICSIZE: 1200 IN: 17261376 OUT: 17261632 LOST: 256 NOLOSS: 0.99998517 RATE: 1726.14
CONFIG: STATICSIZE: 1600 IN: 22725538 OUT: 22725894 LOST: 356 NOLOSS: 0.99998434 RATE: 2272.55
CONFIG: STATICSIZE: 2000 IN: 28052360 OUT: 28052800 LOST: 440 NOLOSS: 0.99998432 RATE: 2805.24
CONFIG: STATICSIZE: 2400 IN: 33235200 OUT: 33235746 LOST: 546 NOLOSS: 0.99998357 RATE: 3323.52
CONFIG: STATICSIZE: 2800 IN: 38273323 OUT: 38273984 LOST: 661 NOLOSS: 0.99998273 RATE: 3827.33
CONFIG: STATICSIZE: 3200 IN: 43163696 OUT: 43164448 LOST: 752 NOLOSS: 0.99998258 RATE: 4316.37
CONFIG: STATICSIZE: 3600 IN: 53267492 OUT: 53268352 LOST: 860 NOLOSS: 0.99998386 RATE: 5326.75
CONFIG: STATICSIZE: 4000 IN: 58481720 OUT: 58482720 LOST: 1000 NOLOSS: 0.99998290 RATE: 5848.17
CONFIG: STATICSIZE: 4400 IN: 63580455 OUT: 63581536 LOST: 1081 NOLOSS: 0.99998300 RATE: 6358.05
CONFIG: STATICSIZE: 4800 IN: 68425316 OUT: 68426496 LOST: 1180 NOLOSS: 0.99998276 RATE: 6842.53
CONFIG: STATICSIZE: 5200 IN: 73206394 OUT: 73207708 LOST: 1314 NOLOSS: 0.99998205 RATE: 7320.64
CONFIG: STATICSIZE: 5600 IN: 77852152 OUT: 77853550 LOST: 1398 NOLOSS: 0.99998204 RATE: 7785.22
CONFIG: STATICSIZE: 6000 IN: 82337544 OUT: 82339104 LOST: 1560 NOLOSS: 0.99998105 RATE: 8233.75
CONFIG: STATICSIZE: 6400 IN: 86641856 OUT: 86643546 LOST: 1690 NOLOSS: 0.99998049 RATE: 8664.19
CONFIG: STATICSIZE: 6800 IN: 90821676 OUT: 90824192 LOST: 2516 NOLOSS: 0.99997230 RATE: 9082.17
CONFIG: STATICSIZE: 7200 IN: 105471671 OUT: 105474876 LOST: 3205 NOLOSS: 0.99996961 RATE: 10547.17
CONFIG: STATICSIZE: 7600 IN: 108735849 OUT: 109966496 LOST: 1230647 NOLOSS: 0.98880889 RATE: 10873.58
CONFIG: STATICSIZE: 8000 IN: 105040716 OUT: 114348405 LOST: 9307689 NOLOSS: 0.91860237 RATE: 10504.07
